Entity,Code,Date,"Daily new estimated infections of COVID-19 (ICL, mean)","Daily new estimated infections of COVID-19 (IHME, mean)","Daily new estimated infections of COVID-19 (YYG, mean)","Daily new estimated infections of COVID-19 (LSHTM, median)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)"
Low income,,2020-09-20,,,,,2878.85714
Low income,,2020-09-21,,,,,2928.85714
Low income,,2020-09-22,,,,,2923.71429
Low income,,2020-09-23,,,,,2847
Low income,,2020-09-24,,,,,2868
Low income,,2020-09-25,,,,,2727.85714
Low income,,2020-09-26,,,,,2664.71429
Low income,,2020-09-27,,,,,2657.71429
Low income,,2020-09-28,,,,,2675
Low income,,2020-09-29,,,,,2679.71429
Low income,,2020-09-30,,,,,2741.57143
Low income,,2020-10-01,,,,,2824.85714
Low income,,2020-10-02,,,,,3092.14286
Low income,,2020-10-03,,,,,3244.71429
Low income,,2020-10-04,,,,,3384.85714
Low income,,2020-10-05,,,,,3509.71429
Low income,,2020-10-06,,,,,3481.71429
Low income,,2020-10-07,,,,,3766.85714
Low income,,2020-10-08,,,,,4151.42857
Low income,,2020-10-09,,,,,4027
Low income,,2020-10-10,,,,,4443.71429
Low income,,2020-10-11,,,,,4387.71429
Low income,,2020-10-12,,,,,4632.42857
Low income,,2020-10-13,,,,,4919.71429
Low income,,2020-10-14,,,,,4795
Low income,,2020-10-15,,,,,4663
Low income,,2020-10-16,,,,,4995
Low income,,2020-10-17,,,,,4704.28571
Low income,,2020-10-18,,,,,4805.71429
Low income,,2020-10-19,,,,,4783.71429
Low income,,2020-10-20,,,,,4712.71429
Low income,,2020-10-21,,,,,5140.28571
Low income,,2020-10-22,,,,,5125.28571
Low income,,2020-10-23,,,,,5108.28571
Low income,,2020-10-24,,,,,4988.28571
Low income,,2020-10-25,,,,,4931
Low income,,2020-10-26,,,,,4572.42857
Low income,,2020-10-27,,,,,4222.85714
Low income,,2020-10-28,,,,,3674.14286
Low income,,2020-10-29,,,,,3532.57143
Low income,,2020-10-30,,,,,3416.71429
Low income,,2020-10-31,,,,,3402
Low income,,2020-11-01,,,,,3438
Low income,,2020-11-02,,,,,3625.28571
Low income,,2020-11-03,,,,,4010.42857
Low income,,2020-11-04,,,,,4198.14286
Low income,,2020-11-05,,,,,4247.28571
Low income,,2020-11-06,,,,,4120.14286
Low income,,2020-11-07,,,,,4173.14286
Low income,,2020-11-08,,,,,4202.85714
Low income,,2020-11-09,,,,,4150.85714
Low income,,2020-11-10,,,,,4046.14286
Low income,,2020-11-11,,,,,3944.14286
Low income,,2020-11-12,,,,,3793.71429
Low income,,2020-11-13,,,,,3712.85714
Low income,,2020-11-14,,,,,3664.85714
Low income,,2020-11-15,,,,,3448.42857
Low income,,2020-11-16,,,,,3288
Low income,,2020-11-17,,,,,3007.14286
Low income,,2020-11-18,,,,,2900.28571
Low income,,2020-11-19,,,,,2950.28571
Low income,,2020-11-20,,,,,2959.85714
Low income,,2020-11-21,,,,,2900
Low income,,2020-11-22,,,,,2940.28571
Low income,,2020-11-23,,,,,3064.85714
Low income,,2020-11-24,,,,,3252.42857
Low income,,2020-11-25,,,,,3345.14286
Low income,,2020-11-26,,,,,3300.14286
Low income,,2020-11-27,,,,,3312.57143
Low income,,2020-11-28,,,,,3280.85714
Low income,,2020-11-29,,,,,3236.42857
Low income,,2020-11-30,,,,,3193.42857
Low income,,2020-12-01,,,,,3006.85714
Low income,,2020-12-02,,,,,3134.14286
Low income,,2020-12-03,,,,,3109.42857
Low income,,2020-12-04,,,,,3004.71429
Low income,,2020-12-05,,,,,3021.71429
Low income,,2020-12-06,,,,,3039.57143
Low income,,2020-12-07,,,,,3059.42857
Low income,,2020-12-08,,,,,3176.42857
Low income,,2020-12-09,,,,,3115.71429
Low income,,2020-12-10,,,,,3164.14286
Lower middle income,,2020-01-24,,,,,0.66667
Lower middle income,,2020-01-25,,,,,0.5
Lower middle income,,2020-01-26,,,,,0.4
Lower middle income,,2020-01-27,,,,,0.5
Lower middle income,,2020-01-28,,,,,0.42857
Lower middle income,,2020-01-29,,,,,0.42857
Lower middle income,,2020-01-30,,,,,0.42857
Lower middle income,,2020-01-31,,,,,0.42857
Lower middle income,,2020-02-01,,,,,1
Lower middle income,,2020-02-02,,,,,1.28571
Lower middle income,,2020-02-03,,,,,1.57143
Lower middle income,,2020-02-04,,,,,1.57143
Lower middle income,,2020-02-05,,,,,1.57143
Lower middle income,,2020-02-06,,,,,1.57143
Lower middle income,,2020-02-07,,,,,1.71429
Lower middle income,,2020-02-08,,,,,1.57143
Lower middle income,,2020-02-09,,,,,1.28571
Lower middle income,,2020-02-10,,,,,1
Lower middle income,,2020-02-11,,,,,1.14286
Lower middle income,,2020-02-12,,,,,1.14286
Lower middle income,,2020-02-13,,,,,1
Lower middle income,,2020-02-14,,,,,1
Lower middle income,,2020-02-15,,,,,0.57143
Lower middle income,,2020-02-16,,,,,0.57143
Lower middle income,,2020-02-17,,,,,0.42857
Lower middle income,,2020-02-18,,,,,0.28571
Lower middle income,,2020-02-19,,,,,0.28571
Lower middle income,,2020-02-20,,,,,0.14286
Lower middle income,,2020-02-21,,,,,0
Lower middle income,,2020-02-22,,,,,0
Lower middle income,,2020-02-23,,,,,0
Lower middle income,,2020-02-24,,,,,0
Lower middle income,,2020-02-25,,,,,0.28571
Lower middle income,,2020-02-26,,,,,0.28571
Lower middle income,,2020-02-27,,,,,0.28571
Lower middle income,,2020-02-28,,,,,0.71429
Lower middle income,,2020-02-29,,,,,0.71429
Lower middle income,,2020-03-01,,,,,0.85714
Lower middle income,,2020-03-02,,,,,1.85714
Lower middle income,,2020-03-03,,,,,1.85714
Lower middle income,,2020-03-04,,,,,5.57143
Lower middle income,,2020-03-05,,,,,6.85714
Lower middle income,,2020-03-06,,,,,9.57143
Lower middle income,,2020-03-07,,,,,11.71429
Lower middle income,,2020-03-08,,,,,20.71429
Lower middle income,,2020-03-09,,,,,26.42857
Lower middle income,,2020-03-10,,,,,34.14286
Lower middle income,,2020-03-11,,,,,37.85714
Lower middle income,,2020-03-12,,,,,41
Lower middle income,,2020-03-13,,,,,53.14286
Lower middle income,,2020-03-14,,,,,77.71429
Lower middle income,,2020-03-15,,,,,96.71429
Lower middle income,,2020-03-16,,,,,117.28571
Lower middle income,,2020-03-17,,,,,152.14286
Lower middle income,,2020-03-18,,,,,187.28571
Lower middle income,,2020-03-19,,,,,231
Lower middle income,,2020-03-20,,,,,290
Lower middle income,,2020-03-21,,,,,325.42857
Lower middle income,,2020-03-22,,,,,373
Lower middle income,,2020-03-23,,,,,422.71429
Lower middle income,,2020-03-24,,,,,467.71429
Lower middle income,,2020-03-25,,,,,542.57143
Lower middle income,,2020-03-26,,,,,606.71429
Lower middle income,,2020-03-27,,,,,669.57143
Lower middle income,,2020-03-28,,,,,743.14286
Lower middle income,,2020-03-29,,,,,843.85714
Lower middle income,,2020-03-30,,,,,922.71429
Lower middle income,,2020-03-31,,,,,1050.71429
Lower middle income,,2020-04-01,,,,,1201.71429
Lower middle income,,2020-04-02,,,,,1359.57143
Lower middle income,,2020-04-03,,,,,1455.14286
Lower middle income,,2020-04-04,,,,,1586
Lower middle income,,2020-04-05,,,,,1725.57143
Lower middle income,,2020-04-06,,,,,1986.14286
Lower middle income,,2020-04-07,,,,,2036.85714
Lower middle income,,2020-04-08,,,,,2064.14286
Lower middle income,,2020-04-09,,,,,2162.28571
Lower middle income,,2020-04-10,,,,,2294.28571
Lower middle income,,2020-04-11,,,,,2425
Lower middle income,,2020-04-12,,,,,2515
Lower middle income,,2020-04-13,,,,,2589.71429
Lower middle income,,2020-04-14,,,,,2842.71429
Lower middle income,,2020-04-15,,,,,3037.14286
Lower middle income,,2020-04-16,,,,,3191
Lower middle income,,2020-04-17,,,,,3391.42857
Lower middle income,,2020-04-18,,,,,3624.57143
Lower middle income,,2020-04-19,,,,,3817.28571
Lower middle income,,2020-04-20,,,,,3913.14286
Lower middle income,,2020-04-21,,,,,3990.28571
Lower middle income,,2020-04-22,,,,,4187.28571
Lower middle income,,2020-04-23,,,,,4416.85714
Lower middle income,,2020-04-24,,,,,4604.85714
Lower middle income,,2020-04-25,,,,,4646
Lower middle income,,2020-04-26,,,,,4756.57143
Lower middle income,,2020-04-27,,,,,4801
Lower middle income,,2020-04-28,,,,,5002.28571
Lower middle income,,2020-04-29,,,,,5146
Lower middle income,,2020-04-30,,,,,5299.85714
Lower middle income,,2020-05-01,,,,,5465.57143
Lower middle income,,2020-05-02,,,,,5772.28571
Lower middle income,,2020-05-03,,,,,6005
Lower middle income,,2020-05-04,,,,,6644.85714
Lower middle income,,2020-05-05,,,,,7037.71429
Lower middle income,,2020-05-06,,,,,7385.57143
Lower middle income,,2020-05-07,,,,,7765.28571
Lower middle income,,2020-05-08,,,,,8292.28571
Lower middle income,,2020-05-09,,,,,8538.42857
Lower middle income,,2020-05-10,,,,,9050.71429
Lower middle income,,2020-05-11,,,,,9251.28571
Lower middle income,,2020-05-12,,,,,9291.57143
Lower middle income,,2020-05-13,,,,,9390.42857
Lower middle income,,2020-05-14,,,,,9728.28571
Lower middle income,,2020-05-15,,,,,9464
Lower middle income,,2020-05-16,,,,,9750.14286
Lower middle income,,2020-05-17,,,,,9912.57143
Lower middle income,,2020-05-18,,,,,10092.57143
Lower middle income,,2020-05-19,,,,,10739.57143
Lower middle income,,2020-05-20,,,,,11407
Lower middle income,,2020-05-21,,,,,12048.14286
Lower middle income,,2020-05-22,,,,,12939.42857
Lower middle income,,2020-05-23,,,,,13508.28571
Lower middle income,,2020-05-24,,,,,13988.71429
Lower middle income,,2020-05-25,,,,,14249.28571
Lower middle income,,2020-05-26,,,,,14279
Lower middle income,,2020-05-27,,,,,14669.42857
Lower middle income,,2020-05-28,,,,,14836.85714
Lower middle income,,2020-05-29,,,,,15418.28571
Lower middle income,,2020-05-30,,,,,16191.85714
Lower middle income,,2020-05-31,,,,,16965.85714
Lower middle income,,2020-06-01,,,,,17932.28571
Lower middle income,,2020-06-02,,,,,19022.57143
Lower middle income,,2020-06-03,,,,,19940
Lower middle income,,2020-06-04,,,,,20687
Lower middle income,,2020-06-05,,,,,21320.42857
Lower middle income,,2020-06-06,,,,,22014.42857
Lower middle income,,2020-06-07,,,,,22567.57143
Lower middle income,,2020-06-08,,,,,22752
Lower middle income,,2020-06-09,,,,,23489.42857
Lower middle income,,2020-06-10,,,,,24068.28571
Lower middle income,,2020-06-11,,,,,24856.42857
Lower middle income,,2020-06-12,,,,,24851.14286
Lower middle income,,2020-06-13,,,,,25428.42857
Lower middle income,,2020-06-14,,,,,26893.42857
Lower middle income,,2020-06-15,,,,,27638.14286
Lower middle income,,2020-06-16,,,,,28000.57143
Lower middle income,,2020-06-17,,,,,28531.42857
Lower middle income,,2020-06-18,,,,,28913.71429
Lower middle income,,2020-06-19,,,,,30604.42857
Lower middle income,,2020-06-20,,,,,31460.14286
Lower middle income,,2020-06-21,,,,,31001.71429
Lower middle income,,2020-06-22,,,,,31549.85714
Lower middle income,,2020-06-23,,,,,32163.85714
Lower middle income,,2020-06-24,,,,,32695.57143
Lower middle income,,2020-06-25,,,,,33166
Lower middle income,,2020-06-26,,,,,33313.14286
Lower middle income,,2020-06-27,,,,,33698.71429
Lower middle income,,2020-06-28,,,,,34395.71429
Lower middle income,,2020-06-29,,,,,34899.42857
Lower middle income,,2020-06-30,,,,,35416.28571
Lower middle income,,2020-07-01,,,,,35993.14286
Lower middle income,,2020-07-02,,,,,36746.28571
Lower middle income,,2020-07-03,,,,,37014
Lower middle income,,2020-07-04,,,,,37724.57143
Lower middle income,,2020-07-05,,,,,39158
Lower middle income,,2020-07-06,,,,,39861
Lower middle income,,2020-07-07,,,,,40612.71429
Lower middle income,,2020-07-08,,,,,41506
Lower middle income,,2020-07-09,,,,,42252
Lower middle income,,2020-07-10,,,,,43164
Lower middle income,,2020-07-11,,,,,43549.85714
Lower middle income,,2020-07-12,,,,,43422.85714
Lower middle income,,2020-07-13,,,,,43914.71429
Lower middle income,,2020-07-14,,,,,44198.71429
Lower middle income,,2020-07-15,,,,,45018.57143
Lower middle income,,2020-07-16,,,,,46104.14286
Lower middle income,,2020-07-17,,,,,47687.71429
Lower middle income,,2020-07-18,,,,,50948.14286
Lower middle income,,2020-07-19,,,,,52951.71429
Lower middle income,,2020-07-20,,,,,54355.57143
Lower middle income,,2020-07-21,,,,,55951.85714
Lower middle income,,2020-07-22,,,,,57777.28571
Lower middle income,,2020-07-23,,,,,60005.42857
Lower middle income,,2020-07-24,,,,,61609
Lower middle income,,2020-07-25,,,,,61426.85714
Lower middle income,,2020-07-26,,,,,62313.14286
Lower middle income,,2020-07-27,,,,,63474.57143
Lower middle income,,2020-07-28,,,,,65337.42857
Lower middle income,,2020-07-29,,,,,66052
Lower middle income,,2020-07-30,,,,,66696.85714
Lower middle income,,2020-07-31,,,,,68722.14286
Lower middle income,,2020-08-01,,,,,69818.14286
Lower middle income,,2020-08-02,,,,,70355.28571
Lower middle income,,2020-08-03,,,,,71423.42857
Lower middle income,,2020-08-04,,,,,71927.28571
Lower middle income,,2020-08-05,,,,,73017.42857
Lower middle income,,2020-08-06,,,,,74268.14286
Lower middle income,,2020-08-07,,,,,74306.14286
Lower middle income,,2020-08-08,,,,,75683
Lower middle income,,2020-08-09,,,,,77084.57143
Lower middle income,,2020-08-10,,,,,77823.71429
Lower middle income,,2020-08-11,,,,,78736.42857
Lower middle income,,2020-08-12,,,,,80297
Lower middle income,,2020-08-13,,,,,80596.42857
Lower middle income,,2020-08-14,,,,,81288.28571
Lower middle income,,2020-08-15,,,,,81214
Lower middle income,,2020-08-16,,,,,80679.57143
Lower middle income,,2020-08-17,,,,,80257.71429
Lower middle income,,2020-08-18,,,,,81155.57143
Lower middle income,,2020-08-19,,,,,81668.42857
Lower middle income,,2020-08-20,,,,,82366.85714
Lower middle income,,2020-08-21,,,,,82784.42857
Lower middle income,,2020-08-22,,,,,83440.14286
Lower middle income,,2020-08-23,,,,,83701.14286
Lower middle income,,2020-08-24,,,,,84798.71429
Lower middle income,,2020-08-25,,,,,83245.85714
Lower middle income,,2020-08-26,,,,,85244.71429
Lower middle income,,2020-08-27,,,,,86326.85714
Lower middle income,,2020-08-28,,,,,87304.28571
Lower middle income,,2020-08-29,,,,,88586.57143
Lower middle income,,2020-08-30,,,,,91207
Lower middle income,,2020-08-31,,,,,92388.57143
Lower middle income,,2020-09-01,,,,,95447.14286
Lower middle income,,2020-09-02,,,,,95139.14286
Lower middle income,,2020-09-03,,,,,95828.71429
Lower middle income,,2020-09-04,,,,,97177.57143
Lower middle income,,2020-09-05,,,,,98577
Lower middle income,,2020-09-06,,,,,100304.28571
Lower middle income,,2020-09-07,,,,,100908.14286
Lower middle income,,2020-09-08,,,,,102745
Lower middle income,,2020-09-09,,,,,104458.42857
Lower middle income,,2020-09-10,,,,,106710
Lower middle income,,2020-09-11,,,,,108632.71429
Lower middle income,,2020-09-12,,,,,109890.85714
Lower middle income,,2020-09-13,,,,,110302.71429
Lower middle income,,2020-09-14,,,,,112155.14286
Lower middle income,,2020-09-15,,,,,112416.14286
Lower middle income,,2020-09-16,,,,,112900.71429
Lower middle income,,2020-09-17,,,,,113074.28571
Lower middle income,,2020-09-18,,,,,112352.85714
Lower middle income,,2020-09-19,,,,,112115
Lower middle income,,2020-09-20,,,,,111630.85714
Lower middle income,,2020-09-21,,,,,110247.57143
Lower middle income,,2020-09-22,,,,,108963.57143
Lower middle income,,2020-09-23,,,,,107655.14286
Lower middle income,,2020-09-24,,,,,106189.28571
Lower middle income,,2020-09-25,,,,,105258.28571
Lower middle income,,2020-09-26,,,,,104386.14286
Lower middle income,,2020-09-27,,,,,103672.71429
Lower middle income,,2020-09-28,,,,,102859.71429
Lower middle income,,2020-09-29,,,,,102907.71429
Lower middle income,,2020-09-30,,,,,102948.71429
Lower middle income,,2020-10-01,,,,,102262
Lower middle income,,2020-10-02,,,,,101587.42857
Lower middle income,,2020-10-03,,,,,100199.28571
Lower middle income,,2020-10-04,,,,,99262.71429
Lower middle income,,2020-10-05,,,,,97947
Lower middle income,,2020-10-06,,,,,96751.42857
Lower middle income,,2020-10-07,,,,,95958
Lower middle income,,2020-10-08,,,,,95134.57143
Lower middle income,,2020-10-09,,,,,94464.28571
Lower middle income,,2020-10-10,,,,,95098.28571
Lower middle income,,2020-10-11,,,,,94298.28571
Lower middle income,,2020-10-12,,,,,93640.14286
Lower middle income,,2020-10-13,,,,,92598.14286
Lower middle income,,2020-10-14,,,,,91224
Lower middle income,,2020-10-15,,,,,89779.42857
Lower middle income,,2020-10-16,,,,,88225.85714
Lower middle income,,2020-10-17,,,,,86786
Lower middle income,,2020-10-18,,,,,85025.14286
Lower middle income,,2020-10-19,,,,,84318.71429
Lower middle income,,2020-10-20,,,,,83311.14286
Lower middle income,,2020-10-21,,,,,81618
Lower middle income,,2020-10-22,,,,,80840.57143
Lower middle income,,2020-10-23,,,,,79907.42857
Lower middle income,,2020-10-24,,,,,77796
Lower middle income,,2020-10-25,,,,,76396.71429
Lower middle income,,2020-10-26,,,,,75182.71429
Lower middle income,,2020-10-27,,,,,73712.71429
Lower middle income,,2020-10-28,,,,,73211.71429
Lower middle income,,2020-10-29,,,,,72517.42857
Lower middle income,,2020-10-30,,,,,72182.57143
Lower middle income,,2020-10-31,,,,,71692.57143
Lower middle income,,2020-11-01,,,,,72285.14286
Lower middle income,,2020-11-02,,,,,72401.57143
Lower middle income,,2020-11-03,,,,,73343.14286
Lower middle income,,2020-11-04,,,,,73785.14286
Lower middle income,,2020-11-05,,,,,74446.42857
Lower middle income,,2020-11-06,,,,,74843.71429
Lower middle income,,2020-11-07,,,,,75804
Lower middle income,,2020-11-08,,,,,76455.28571
Lower middle income,,2020-11-09,,,,,76770
Lower middle income,,2020-11-10,,,,,77023.28571
Lower middle income,,2020-11-11,,,,,76987.85714
Lower middle income,,2020-11-12,,,,,77114.28571
Lower middle income,,2020-11-13,,,,,77420.85714
Lower middle income,,2020-11-14,,,,,77117.85714
Lower middle income,,2020-11-15,,,,,75259.57143
Lower middle income,,2020-11-16,,,,,74357.85714
Lower middle income,,2020-11-17,,,,,73997.57143
Lower middle income,,2020-11-18,,,,,74378.42857
Lower middle income,,2020-11-19,,,,,74751.42857
Lower middle income,,2020-11-20,,,,,75446.85714
Lower middle income,,2020-11-21,,,,,76415.14286
Lower middle income,,2020-11-22,,,,,78799.71429
Lower middle income,,2020-11-23,,,,,80636.57143
Lower middle income,,2020-11-24,,,,,81643.28571
Lower middle income,,2020-11-25,,,,,81968.57143
Lower middle income,,2020-11-26,,,,,82011
Lower middle income,,2020-11-27,,,,,81688.42857
Lower middle income,,2020-11-28,,,,,81469.57143
Lower middle income,,2020-11-29,,,,,81156.57143
Lower middle income,,2020-11-30,,,,,80063.57143
Lower middle income,,2020-12-01,,,,,78943
Lower middle income,,2020-12-02,,,,,77747
Lower middle income,,2020-12-03,,,,,77262.71429
Lower middle income,,2020-12-04,,,,,76578.85714
Lower middle income,,2020-12-05,,,,,75450.14286
Lower middle income,,2020-12-06,,,,,74437
Lower middle income,,2020-12-07,,,,,73523
Lower middle income,,2020-12-08,,,,,72725.85714
Lower middle income,,2020-12-09,,,,,72073.71429
Lower middle income,,2020-12-10,,,,,70349.42857
Luxembourg,LUX,2020-01-25,,,,,0
Luxembourg,LUX,2020-01-26,,,,,0
Luxembourg,LUX,2020-01-27,,,,,0
Luxembourg,LUX,2020-01-28,,,,,0
Luxembourg,LUX,2020-01-29,,,,,0
Luxembourg,LUX,2020-01-30,,,,,0
Luxembourg,LUX,2020-01-31,,,,,0
Luxembourg,LUX,2020-02-01,,,,,0
Luxembourg,LUX,2020-02-02,,,,,0
Luxembourg,LUX,2020-02-03,,,,,0
Luxembourg,LUX,2020-02-04,,0,,,0
Luxembourg,LUX,2020-02-05,,0,,,0
Luxembourg,LUX,2020-02-06,,0,,,0
Luxembourg,LUX,2020-02-07,0,0,,,0
Luxembourg,LUX,2020-02-08,1,0,,,0
Luxembourg,LUX,2020-02-09,0.37,0.0748511984491187,,,0
Luxembourg,LUX,2020-02-10,0.72,0.180472074319417,,,0
Luxembourg,LUX,2020-02-11,0.71,0.33142941177146,,,0
Luxembourg,LUX,2020-02-12,0.99,0.556164237473387,,,0
Luxembourg,LUX,2020-02-13,1.11,0.877062694029677,,,0
Luxembourg,LUX,2020-02-14,1.35,1.25780615267176,,,0
Luxembourg,LUX,2020-02-15,1.95,1.78528209460306,,,0
Luxembourg,LUX,2020-02-16,2.2,2.50753902478061,,,0
Luxembourg,LUX,2020-02-17,2.75,3.48482320377793,,,0
Luxembourg,LUX,2020-02-18,3.19,4.79134082234066,,,0
Luxembourg,LUX,2020-02-19,3.98,6.51679448563012,68,,0
Luxembourg,LUX,2020-02-20,5.27,8.76746303364379,68,,0
Luxembourg,LUX,2020-02-21,5.78,11.666616479884,68,,0
Luxembourg,LUX,2020-02-22,6.53,15.3540688670501,68,,0
Luxembourg,LUX,2020-02-23,8.19,19.9845860087421,68,,0
Luxembourg,LUX,2020-02-24,10.65,25.724978594344,68,,0
Luxembourg,LUX,2020-02-25,13,32.7498454821333,68,,0
Luxembourg,LUX,2020-02-26,15.91,41.2357455341609,68,,0
Luxembourg,LUX,2020-02-27,21.5,51.353634923106,68,,0
Luxembourg,LUX,2020-02-28,25.86,63.2598252889562,186,,0
Luxembourg,LUX,2020-02-29,32.29,77.0856453618888,185,,0.14286
Luxembourg,LUX,2020-03-01,38.56,92.9260535123251,195,,0.14286
Luxembourg,LUX,2020-03-02,53.07,110.82811015828,215,,0.14286
Luxembourg,LUX,2020-03-03,66.39,130.779674337993,256,,0.14286
Luxembourg,LUX,2020-03-04,85.04,152.69978402041,321,,0.14286
Luxembourg,LUX,2020-03-05,105.69,176.43117470246,371,,0.14286
Luxembourg,LUX,2020-03-06,133.3,201.734837150715,415,,0.28571
Luxembourg,LUX,2020-03-07,167.34,228.291271916728,466,,0.14286
Luxembourg,LUX,2020-03-08,212.64,255.703725374883,528,,0.28571
Luxembourg,LUX,2020-03-09,269.04,283.503603156155,603,,0.28571
Luxembourg,LUX,2020-03-10,340.97,311.160499543188,679,,0.57143
Luxembourg,LUX,2020-03-11,427.9,338.097849104831,750,,0.85714
Luxembourg,LUX,2020-03-12,530.39,363.713040524799,819,,2.57143
Luxembourg,LUX,2020-03-13,667.12,387.400407524538,885,,4.57143
Luxembourg,LUX,2020-03-14,845.15,408.57626494072,945,,7
Luxembourg,LUX,2020-03-15,1058.81,426.704659202477,994,20.1325184779742,8
Luxembourg,LUX,2020-03-16,1274.27,441.324221292816,1028,41.6348886547913,10.57143
Luxembourg,LUX,2020-03-17,1485.16,452.074193559056,1045,44.1724405215737,19.28571
Luxembourg,LUX,2020-03-18,1639.48,458.719166914515,1048,77.6905178765027,28
Luxembourg,LUX,2020-03-19,1738.08,461.170856149917,1035,119.157573660412,45.14286
Luxembourg,LUX,2020-03-20,1746.15,459.49630321392,1009,188.127343758543,64.28571
Luxembourg,LUX,2020-03-21,1690.92,453.921290645834,970,264.218023835862,88.42857
Luxembourg,LUX,2020-03-22,1612.17,444.813460356944,922,376.037055739549,105.57143
Luxembourg,LUX,2020-03-23,1506.81,432.6478914168,868,430.767082211824,114
Luxembourg,LUX,2020-03-24,1400.36,417.970682511261,812,476.245351408371,137
Luxembourg,LUX,2020-03-25,1313.13,401.360848651665,756,577.336224953231,161.42857
Luxembourg,LUX,2020-03-26,1230.71,383.397703622177,703,678.401634606512,159.71429
Luxembourg,LUX,2020-03-27,1149.28,364.630284582756,652,671.475894665278,160.14286
Luxembourg,LUX,2020-03-28,1079.89,345.554379422579,605,681.336960831645,165.85714
Luxembourg,LUX,2020-03-29,1019.89,326.602061918769,561,707.505900588413,164.57143
Luxembourg,LUX,2020-03-30,965.74,308.133697187726,521,703.658825021463,159
Luxembourg,LUX,2020-03-31,893.17,290.43673323176,484,681.213047063838,154.14286
Luxembourg,LUX,2020-04-01,834.86,273.73009421554,451,661.523447971845,140.85714
Luxembourg,LUX,2020-04-02,792.27,258.167304731797,420,605.324521455444,147.71429
Luxembourg,LUX,2020-04-03,741.6,243.842515083162,392,635.428803775957,143.85714
Luxembourg,LUX,2020-04-04,698.9,230.799660035747,367,619.231262755798,128.28571
Luxembourg,LUX,2020-04-05,664.5,219.042885150472,344,552.348563598144,122
Luxembourg,LUX,2020-04-06,628.18,208.546701248466,322,525.213109515521,122.14286
Luxembourg,LUX,2020-04-07,587.87,199.264791903357,303,525.545053909344,113.14286
Luxembourg,LUX,2020-04-08,556.18,191.137688392376,285,486.354331102474,102.14286
Luxembourg,LUX,2020-04-09,528.47,184.099412954295,269,438.459738161663,89.71429
Luxembourg,LUX,2020-04-10,505.28,178.078760735828,254,384.400413274469,87.28571
Luxembourg,LUX,2020-04-11,475.2,172.995797723795,240,373.139721223613,77.28571
Luxembourg,LUX,2020-04-12,461.49,168.760452463258,227,329.47772163049,68.14286
Luxembourg,LUX,2020-04-13,437.42,165.268705558926,215,289.557150398494,64.14286
Luxembourg,LUX,2020-04-14,413.26,162.401853569577,204,271.540241145923,48.14286
Luxembourg,LUX,2020-04-15,373.54,160.026540148173,194,202.940546811057,48.42857
Luxembourg,LUX,2020-04-16,343.86,157.996042196733,185,203.17293817518,47
Luxembourg,LUX,2020-04-17,315.88,156.15384376818,176,196.133726392338,36.71429
Luxembourg,LUX,2020-04-18,296.76,154.33594586789,168,152.315975269037,38.14286
Luxembourg,LUX,2020-04-19,280.1,152.373131976188,160,157.23514487735,38.42857
Luxembourg,LUX,2020-04-20,261.61,150.096705957377,153,157.316269268518,38
Luxembourg,LUX,2020-04-21,242.78,147.343866223983,147,154.395438735922,44.42857
Luxembourg,LUX,2020-04-22,226.65,143.965473131168,140,179.064238514936,40.14286
Luxembourg,LUX,2020-04-23,213.89,139.835407217284,135,160.397741634297,31.57143
Luxembourg,LUX,2020-04-24,197.87,134.858835473383,129,124.990790891094,30.71429
Luxembourg,LUX,2020-04-25,186.91,128.982542117118,124,120.415954563723,24.85714
Luxembourg,LUX,2020-04-26,177.75,122.203872872567,119,96.4525600263647,24.71429
Luxembourg,LUX,2020-04-27,169.66,114.574357603614,114,94.8612363901789,24.42857
Luxembourg,LUX,2020-04-28,159.1,106.199410312407,110,92.7044358994029,17.57143
Luxembourg,LUX,2020-04-29,150.72,97.2347468900918,105,65.8893363064881,16.42857
Luxembourg,LUX,2020-04-30,142.55,87.8765812281662,101,60.8465501474216,17
Luxembourg,LUX,2020-05-01,130.52,78.347580038641,97,62.1542961344875,15.28571
Luxembourg,LUX,2020-05-02,121.68,68.8800429117637,94,55.1461071666738,14.42857
Luxembourg,LUX,2020-05-03,107.03,59.6986656444872,90,51.3415291032839,14.42857
Luxembourg,LUX,2020-05-04,98.55,51.0044338298942,86,50.6180975053546,14.14286
Luxembourg,LUX,2020-05-05,88.97,42.9620716385229,83,48.8975977687073,14.14286
Luxembourg,LUX,2020-05-06,83.8,35.6922225034061,80,48.1746376437076,11.71429
Luxembourg,LUX,2020-05-07,77.97,29.266400460611,77,39.2992244629548,10.71429
Luxembourg,LUX,2020-05-08,73.57,23.7088652144473,74,35.3932735685683,9.85714
Luxembourg,LUX,2020-05-09,68.15,19.0012309901099,71,32.0561526434975,9.28571
Luxembourg,LUX,2020-05-10,65.58,15.09071292782,68,29.7248674380289,8.85714
Luxembourg,LUX,2020-05-11,59.77,11.9003977714038,65,27.9029683895106,8.57143
Luxembourg,LUX,2020-05-12,55.55,9.33994826558493,62,26.5728063722263,7.71429
Luxembourg,LUX,2020-05-13,53.49,7.31421294134628,59,23.535305100442,7.57143
Luxembourg,LUX,2020-05-14,51.68,5.73079432669679,57,22.7322674501455,8
